,Timestamp,"//*[@data-m=""{""cN"":""Folie 1-Surface Pro 8 anzeigen"",""bhvr"":2,""id"":""nn1m1r1a2"",""sN"":1,""aN"":""m1r1a2""}""]_RELOC","xpath//*[@id=""StoreLocations-HighlightHero-cjfjcfv""]/div/div/div/div/div/button_SEL","//*[@data-m=""{""cN"":""More_Software_Skype_cont"",""cT"":""Container"",""id"":""c5c7c2c1c7c3m1r1a1"",""sN"":5,""aN"":""c7c2c1c7c3m1r1a1""}""]_RELOC",class namejs-nav-menu_SEL,"xpath//*[@id=""uhf-c-nav""]/ul/li/div/ul/li[2]/ul/li[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-w0-contr "")]_RELOC",class namec-w0-contr_SEL,"xpath//*[@id=""uhf-c-nav""]/ul/li/div/ul/li_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-action-trigger "")]_RELOC",class namec-action-trigger_SEL,"xpath//*[@id=""coreui-universalheader-o7z1gqh""]/header/div/div/div/button[2]_SEL","//*[@aria-label=""Windows 365 Cloud-PC kaufen""]/span[1]_RELOC","xpath//*[@id=""coreui-contentplacement-r9h8jv2""]/div[2]/div/div[2]/div[2]/section/a/span_SEL","//*[@id=""coreui-contentplacement-q23hezc""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" m-content-placement "")][1]_RELOC",class namem-content-placement_SEL,"xpath//*[@id=""coreui-contentplacement-q23hezc""]/div[2]_SEL","//*[@id=""coreui-contentplacement-r9h8jv2""]//*[@data-grid=""col-12 stack-3""]/div[1]_RELOC","xpath//*[@id=""coreui-contentplacement-r9h8jv2""]/div[2]/div/div_SEL","//*[@data-m=""{""cN"":""Surface Earbuds kaufen"",""cT"":""Container"",""id"":""c3m1r2a2"",""sN"":3,""aN"":""m1r2a2""}""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-paragraph "")][1]/p[1]_RELOC","xpath//*[@id=""coreui-contentplacement-q23hezc""]/div[2]/div/div[2]/div/section/div/p_SEL","//*[@data-m=""{""cN"":""Pause"",""bhvr"":2,""id"":""nn3m1r1a2"",""sN"":3,""aN"":""m1r1a2""}""]_RELOC",class namec-action-toggle_SEL,"xpath//*[@id=""StoreLocations-HighlightHero-cjfjcfv""]/div/div/div/div/button_SEL","//*[@data-m=""{""cN"":""Windows 365 Cloud-PC kaufen"",""cT"":""Container"",""id"":""c4m1r4a2"",""sN"":4,""aN"":""m1r4a2""}""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-paragraph "")][1]/p[1]_RELOC","xpath//*[@id=""coreui-contentplacement-r9h8jv2""]/div[2]/div/div[2]/div[2]/section/div/p_SEL","//*[@data-m=""{""pid"":""Show additional social media links"",""id"":""nn3m1r5a2"",""sN"":3,""aN"":""m1r5a2""}""]_RELOC",class namec-glyph_SEL,"xpath//*[@id=""coreui-socialfollow-rm1cuuw""]/section/button_SEL","//*[@data-m=""{""cN"":""footerNavColumn6_cont"",""cT"":""Container"",""id"":""c6c1c1m1r1a3"",""sN"":6,""aN"":""c1c1m1r1a3""}""]/ul[1]/li[6]_RELOC","xpath//*[@id=""uhf-footer""]/nav/div[2]/div[3]/ul/li[6]_SEL","//*[@data-m=""{""cN"":""More_DeveloperAndIT_HoloLens2_cont"",""cT"":""Container"",""id"":""c7c11c2c1c7c3m1r1a1"",""sN"":7,""aN"":""c11c2c1c7c3m1r1a1""}""]_RELOC","xpath//*[@id=""uhf-c-nav""]/ul/li/div/ul/li[6]/ul/li[5]_SEL","//*[@id=""primaryR1""]_RELOC",idprimaryR1_SEL,"xpath//*[@id=""primaryR1""]_SEL","//*[@id=""coreui-contentplacement-q23hezc""]//*[@data-grid=""col-12 stack-3""]/div[1]_RELOC","xpath//*[@id=""coreui-contentplacement-q23hezc""]/div[2]/div/div_SEL","//*[@id=""uhf-navspn-shellmenu_33-span""]_RELOC",iduhf-navspn-shellmenu_33-span_SEL,"xpath//*[@id=""uhf-navspn-shellmenu_33-span""]_SEL","//*[@data-m=""{""cT"":""Container"",""id"":""c9c2c1c7c3m1r1a1"",""sN"":9,""aN"":""c2c1c7c3m1r1a1""}""]_RELOC",class namef-sub-menu_SEL,"xpath//*[@id=""uhf-c-nav""]/ul/li/div/ul/li[4]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-uhf-tooltip "")]_RELOC",class namec-uhf-tooltip_SEL,"xpath//*[@id=""search""]/span[2]_SEL","//*[@id=""StoreLocations-HighlightHero-s4mjjsv""]/div[1]_RELOC",class nameherohighlight_SEL,"xpath//*[@id=""StoreLocations-HighlightHero-s4mjjsv""]/div_SEL","//*[@data-m=""{""cN"":""Jetzt kaufen"",""cT"":""0"",""id"":""n1c7m1r1a2"",""sN"":1,""aN"":""c7m1r1a2"",""assetid"":""SSAGPTSS_148790_75953_160_a"",""tags"":{""ms.linkid"":""SSAGPTSS_148790_75953_160_a""}}""]/div[1]_RELOC","xpath//*[@id=""storelocations-highlighthero-cjfjcfv-item-2""]/div/div_SEL"
81,20220412235057,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
82,20220413235355,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
83,20220414233614,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
84,20220415233531,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
85,20220416230407,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
86,20220417233355,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
87,20220418235500,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
88,20220419235121,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
89,20220420221326,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
90,20220421234932,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
91,20220422230628,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
92,20220423234712,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
93,20220424222222,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
94,20220425224146,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
95,20220426235611,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
96,20220427232438,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
97,20220428233140,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
98,20220429235329,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
99,20220430232432,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
100,20220501235921,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
101,20220502234831,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
102,20220503235216,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
103,20220504234506,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
104,20220505235925,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
105,20220506231849,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
106,20220507235117,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
107,20220508235724,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
108,20220509235150,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
109,20220510235841,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
110,20220511233810,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
111,20220512233455,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
112,20220513235922,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
113,20220514235626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,20220515234005,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
115,20220516233348,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
116,20220517235421,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
117,20220518232425,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
118,20220519232822,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
119,20220520234729,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
120,20220521235323,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
121,20220522234116,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
122,20220523233921,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
123,20220524214808,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
124,20220525225842,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
125,20220526234008,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
126,20220527235321,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
127,20220528233806,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
128,20220529235016,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
129,20220530224028,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
130,20220531234208,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
131,20220601235919,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
132,20220602232538,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
133,20220603223740,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
134,20220604235636,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
135,20220605233347,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
136,20220606230838,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
137,20220607234202,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
138,20220608234930,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
139,20220609235124,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
140,20220610235022,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
141,20220611235609,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
142,20220612231115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,20220613235751,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
144,20220614234516,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
145,20220615232046,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
146,20220616235127,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
147,20220617211823,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
148,20220618224020,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
149,20220619224609,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
150,20220620225115,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
151,20220621230355,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
152,20220622232638,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
153,20220623235821,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
154,20220624230235,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
155,20220625235925,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
156,20220626233555,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
157,20220627231832,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
158,20220628235104,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
159,20220629234501,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
160,20220630235018,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
161,20220701233344,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
162,20220702235440,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
163,20220703222832,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
164,20220704235143,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
165,20220705235002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,20220706235825,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
167,20220707234950,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
168,20220708233403,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
169,20220709235810,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
170,20220710233328,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
171,20220711234802,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
172,20220712232035,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
173,20220713222511,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
174,20220714232434,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
175,20220715233922,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
176,20220716233811,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
177,20220717235141,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
178,20220718224148,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
179,20220719220519,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
180,20220720232320,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
181,20220721233834,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
182,20220722235449,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
183,20220723235418,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
184,20220724230739,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
