,Timestamp,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[7]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi"")][1]_RELOC",class nameCapi_SEL,xpath//html/body/div[3]/div/div/div/main/ul/li[7]/a/span[2]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[4]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[13]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[13]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[16]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]_RELOC",class nameDescription_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[16]/article/div_SEL,"//*[@action=""/web/20210923001636/http://animeflv.net/auth/sign_in""]/a[1]/span[1]_RELOC",class namefa-facebook_SEL,xpath//html/body/div[3]/header/div/div/div/div[2]/nav/div[2]/div/form/a/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[21]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[21]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[28]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Type"")][1]_RELOC",class nameType_SEL,xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[28]/a/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[15]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[15]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" ListSdbr"")]/li[19]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Type"")][1]_RELOC",xpath//html/body/div[3]/div/div/div/aside/div/div[2]/ul/li[19]/a/span_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[2]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi"")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li[2]/a/span[2]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[11]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Title"")][1]_RELOC",class nameTitle_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[11]/article/div/div_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[23]/article[1]/a[1]/span[1]/span[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[23]/article/a/span/span_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[19]/article[1]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Estreno"")][1]_RELOC",class nameEstreno_SEL,xpath//html/body/div[3]/div/div/div/main/ul[2]/li[19]/article/a/span_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[12]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[12]_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[3]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]/p[2]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[3]/article/div/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Search"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" DpdwCnt"")][1]_RELOC",class nameDpdwCnt_SEL,xpath//html/body/div[3]/header/div/div/div/div[2]/nav/div/div_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListEpisodios"")][1]/li[20]/a[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Capi"")][1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul/li[20]/a/span[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" Search"")]_RELOC",class nameSearch_SEL,xpath//html/body/div[3]/header/div/div/div/div[2]/nav/div_SEL,"//main[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ListAnimes"")][2]/li[14]/article[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" Description"")][1]/p[1]_RELOC",xpath//html/body/div[3]/div/div/div/main/ul[2]/li[14]/article/div/p_SEL
87,20220206213001,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
88,20220207201646,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
89,20220208231349,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
90,20220209205510,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
91,20220211162051,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
92,20220212204000,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
93,20220213160904,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
94,20220214213203,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
95,20220215210118,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
96,20220216134627,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
97,20220217192923,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
98,20220219124907,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
99,20220220171534,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
100,20220222214551,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
101,20220225170149,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
102,20220226231449,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
103,20220227225400,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
104,20220228065435,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
105,20220301224202,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
106,20220305064519,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
107,20220306181737,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
108,20220308030210,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
109,20220309001501,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
110,20220310181213,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
111,20220314182341,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
112,20220315231243,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
113,20220317013027,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
114,20220322064733,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,89,1,1,1,1,1,1,1,0,71,1,0,0,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
115,20220324022554,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,87,1,1,1,1,1,1,1,0,71,1,0,0,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
116,20220329205724,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,0,67,0,1,1,1,1,1,1,0,71,1,0,0,1,44,0,7,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
117,20220330234112,1,20,1,1,2,1,1,0,24,1,0,4,1,0,0,0,65,0,1,1,1,1,1,1,0,71,1,0,0,1,44,0,6,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
118,20220331202025,1,20,1,1,2,1,1,0,24,1,0,4,1,0,0,0,63,0,1,1,0,0,1,1,0,71,1,0,0,1,44,0,5,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
119,20220401143140,1,20,1,1,2,1,1,0,24,1,0,4,1,0,0,0,64,0,1,1,1,1,1,1,0,71,1,0,1,1,44,0,6,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
120,20220402154921,1,20,1,1,2,1,1,0,24,1,0,4,1,0,0,0,65,0,1,1,1,1,1,1,0,71,1,0,0,1,44,0,8,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
121,20220403115056,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,0,68,0,1,1,1,1,1,1,0,71,1,0,0,1,44,0,11,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
122,20220404040558,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,0,68,0,1,1,1,1,1,1,0,71,1,0,0,1,44,0,10,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
123,20220406172644,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,73,1,1,1,1,1,1,1,0,71,1,0,0,1,44,0,18,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
124,20220407040639,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,74,1,1,1,1,1,1,1,0,71,1,0,0,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
125,20220408194430,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,86,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
126,20220409053145,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,86,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
127,20220410232245,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
128,20220411173207,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,92,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
129,20220414055119,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
130,20220415164343,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
131,20220417023753,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
132,20220418003408,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
133,20220419044315,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
134,20220421063636,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
135,20220423222003,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
136,20220425175934,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
137,20220428073105,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
138,20220429131236,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
139,20220430235945,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
140,20220501213706,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
141,20220502230927,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
142,20220503030329,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
143,20220505080252,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
144,20220507085915,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
145,20220508160131,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
146,20220511235557,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
147,20220512150309,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
148,20220519204117,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
149,20220525151824,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
150,20220526091435,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
151,20220530155024,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
152,20220531003710,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,24,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
153,20220601015530,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
154,20220602095110,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
155,20220603071128,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
156,20220607215649,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
157,20220608232223,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
158,20220609101818,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
159,20220610011757,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
160,20220611234723,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,94,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
161,20220614005056,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,21,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
162,20220616232121,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,20,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
163,20220620113143,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,86,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
164,20220621172957,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,83,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
165,20220622222327,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,79,1,1,1,1,1,1,1,0,71,1,0,0,1,44,0,17,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
166,20220623235942,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,76,1,1,1,1,1,1,1,0,71,1,0,0,1,44,0,14,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
167,20220624000343,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,76,1,1,1,1,1,1,1,0,71,1,0,0,1,44,0,14,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
168,20220629202408,1,20,1,1,2,1,1,0,24,1,0,4,1,0,0,0,61,0,1,1,0,0,1,1,0,71,1,0,0,1,44,0,7,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
169,20220630120738,1,20,1,1,2,1,1,0,24,1,0,4,1,0,0,0,61,0,1,1,0,0,1,1,0,71,1,0,0,1,44,0,7,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
170,20220701214255,1,20,1,1,2,1,1,0,24,1,0,4,1,0,0,0,61,0,1,1,0,0,1,1,0,71,1,0,0,1,44,0,7,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
171,20220706120738,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,78,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
172,20220707125728,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,78,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,23,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
173,20220711234739,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
174,20220714135953,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,92,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
175,20220715182330,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
176,20220716005441,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,93,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
177,20220723103849,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
178,20220724160539,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
179,20220729142746,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,96,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,22,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
180,20220803210917,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,21,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
181,20220804124144,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,95,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,21,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
182,20220814131510,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
183,20220817023254,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
184,20220821010122,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
185,20220829043130,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
186,20220901152012,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,91,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
187,20220903041823,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,90,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
188,20220905185816,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,90,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
189,20220907201323,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,90,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
190,20220908200321,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,90,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
191,20220909205256,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,90,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
192,20220913064655,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,89,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
193,20220916215045,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,88,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
194,20220917005051,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,88,1,1,1,1,1,1,1,0,71,1,0,1,1,44,0,19,1,0,1,0,1,1,2,2,1,1,1,1,2,0,2
195,20220924215625,1,20,1,1,2,1,1,0,24,1,0,4,1,1,1,1,64,1,1,1,1,1,1,1,0,71,1,0,0,1,44,0,11,0,0,1,0,1,1,2,2,1,1,1,1,2,0,2
