,Timestamp,"//*[@id=""base-container""]_RELOC",idbase-container_SEL,class namepalette--trueBlue_SEL,"xpath//*[@id=""base-container""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TwoER "")]_RELOC",class nameTwoER_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" p4DiZ "")]/div[2]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div[2]_SEL",//*input_RELOC,nameq_SEL,class nameNaqPB_SEL,"xpath//*[@id=""base-container""]/div[2]/div/header/div/div[2]/span/span/form/div/input_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" Tuzss "")]_RELOC",class nameTRX6J_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div[2]/button_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][20]_RELOC",class nameaZTpT_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[20]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][10]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[10]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][14]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[14]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][7]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" vBp1h "")]/*[@data-testid=""controlled-popover-wrapper""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" BPf9u "")][1]_RELOC",class nameBPf9u_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div/div/span/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" D5eCV "")]_RELOC",class nameD5eCV_SEL,"xpath//*[@id=""base-container""]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TopeC "")]_RELOC",class nameTopeC_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PbqCW "")]_RELOC",class namePbqCW_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div[2]/aside/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][16]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[16]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PbqCW "")]//*[@aria-busy=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" OpTfa "")][1]_RELOC",class nameOpTfa_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div[2]/aside/div/div/div/div/div_SEL","//*[@style=""min-height:calc(100vh - 55px + 1px)""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gfrwY "")][1]_RELOC",class namegfrwY_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" vBp1h "")]/*[@data-testid=""controlled-popover-wrapper""][1]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div/div/span_SEL","//*[@style=""min-height:calc(100vh - 55px + 1px)""]//*[@aria-busy=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" OpTfa "")][2]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div[2]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hhVNo "")]_RELOC",class namehhVNo_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hlDot "")]_RELOC",class namehlDot_SEL,"xpath//*[@id=""base-container""]/div[2]/div_SEL"
81,20220818235034,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
82,20220819235437,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
83,20220820234917,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
84,20220821233150,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
85,20220822235233,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
86,20220823233528,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
87,20220824231551,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
88,20220825234712,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
89,20220826234841,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
90,20220827235517,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
91,20220828234830,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
92,20220829235224,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
93,20220830235000,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
94,20220831235443,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
95,20220901234206,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
96,20220902234557,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
97,20220903235715,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
98,20220904235712,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
99,20220905235338,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
100,20220906235757,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
101,20220907235920,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
102,20220908233903,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
103,20220909235531,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
104,20220910232143,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
105,20220911235943,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
106,20220912235354,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
107,20220913234716,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
108,20220914233555,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
109,20220915235626,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
110,20220916235646,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
111,20220917233512,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
112,20220918235728,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
113,20220919235637,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
114,20220920220322,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
115,20220921202028,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
