,Timestamp,"//*[@id=""base-container""]_RELOC",idbase-container_SEL,class namepalette--trueBlue_SEL,"xpath//*[@id=""base-container""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TwoER "")]_RELOC",class nameTwoER_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" p4DiZ "")]/div[2]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div[2]_SEL",//*input_RELOC,nameq_SEL,class nameNaqPB_SEL,"xpath//*[@id=""base-container""]/div[2]/div/header/div/div[2]/span/span/form/div/input_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" Tuzss "")]_RELOC",class nameTRX6J_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div[2]/button_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][20]_RELOC",class nameaZTpT_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[20]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][10]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[10]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][14]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[14]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][7]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" vBp1h "")]/*[@data-testid=""controlled-popover-wrapper""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" BPf9u "")][1]_RELOC",class nameBPf9u_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div/div/span/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" D5eCV "")]_RELOC",class nameD5eCV_SEL,"xpath//*[@id=""base-container""]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TopeC "")]_RELOC",class nameTopeC_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PbqCW "")]_RELOC",class namePbqCW_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div[2]/aside/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" nXAVF "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" aZTpT "")][16]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[2]/div/div/div[2]/div/span[16]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PbqCW "")]//*[@aria-busy=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" OpTfa "")][1]_RELOC",class nameOpTfa_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div[2]/aside/div/div/div/div/div_SEL","//*[@style=""min-height:calc(100vh - 55px + 1px)""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" gfrwY "")][1]_RELOC",class namegfrwY_SEL,"xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" vBp1h "")]/*[@data-testid=""controlled-popover-wrapper""][1]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div/div/div/span_SEL","//*[@style=""min-height:calc(100vh - 55px + 1px)""]//*[@aria-busy=""true""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" OpTfa "")][2]_RELOC","xpath//*[@id=""base-container""]/div[2]/div[3]/div/div/div[2]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hhVNo "")]_RELOC",class namehhVNo_SEL,"xpath//*[@id=""base-container""]/div[2]/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hlDot "")]_RELOC",class namehlDot_SEL,"xpath//*[@id=""base-container""]/div[2]/div_SEL"
81,20220818235034,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
82,20220819235437,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
83,20220820234917,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
84,20220821233150,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
85,20220822235233,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
86,20220823233528,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
87,20220824231551,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
88,20220825234712,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
89,20220826234841,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
90,20220827235517,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
91,20220828234830,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
92,20220829235224,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
93,20220830235000,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
94,20220831235443,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
95,20220901234206,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
96,20220902234557,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
97,20220903235715,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
98,20220904235712,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
99,20220905235338,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
100,20220906235757,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
101,20220907235920,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
102,20220908233903,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
103,20220909235531,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
104,20220910232143,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
105,20220911235943,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
106,20220912235354,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
107,20220913234716,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
108,20220914233555,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
109,20220915235626,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
110,20220916235646,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
111,20220917233512,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,4
112,20220918235728,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
113,20220919235637,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
114,20220920220322,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
115,20220921202028,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,28,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,1,1,1,1,2,1,1,3
