,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" otherprojects "")]/div[12]_RELOC",class nameotherprojects-item_SEL,"xpath//*[@id=""www-wikimedia-org""]/div[2]/div[12]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" otherprojects "")]/div[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div_SEL","//*[@title=""Wikimedia Commons â Shared media repository""]/span[1]_RELOC",class nameicon_SEL,"xpath//*[@id=""www-wikimedia-org""]/div[2]/div[11]/a/span_SEL","//*[@title=""Meta-Wiki â Wikimedia project coordination""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[13]/a/span_SEL","//*[@id=""footer""]_RELOC",idfooter_SEL,"xpath//*[@id=""footer""]_SEL","//*[@title=""Wikinews â Free content news source""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[6]/a/span_SEL","//*[@title=""Wikimedia Incubator â For language versions in development""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[14]/a/span_SEL","//*[@style=""text-align: right;""]_RELOC","xpath//*[@id=""intro""]/p[3]_SEL","//*[@id=""intro""]/p[2]_RELOC","xpath//*[@id=""intro""]/p[2]_SEL",//ul[1]/li[2]_RELOC,"xpath//*[@id=""footer""]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" otherprojects "")]/div[3]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[3]_SEL","//*[@title=""Wikipedia â The free encyclopedia""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div/a/span_SEL","//*[@title=""Wiktionary â The free dictionary""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[2]/a/span_SEL","//*[@title=""Wikimedia Foundation public relations""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[16]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" otherprojects "")]/div[11]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[11]_SEL","//*[@title=""Wikiversity â Open learning community""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[7]/a/span_SEL","//*[@id=""intro""]_RELOC",idintro_SEL,"xpath//*[@id=""intro""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" otherprojects "")]/div[7]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[7]_SEL","//*[@title=""Wikivoyage â The free, worldwide travel guide""]/span[1]_RELOC","xpath//*[@id=""www-wikimedia-org""]/div[2]/div[12]/a/span_SEL","//*[@id=""intro""]/p[1]_RELOC","xpath//*[@id=""intro""]/p_SEL"
116,20220629235105,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
117,20220630234458,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
118,20220701211740,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
119,20220702164323,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
120,20220703221617,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
121,20220704230520,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
122,20220705211133,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
123,20220706210123,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
124,20220707234600,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
125,20220708234426,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
126,20220709192618,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
127,20220710205306,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
128,20220711232317,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
129,20220712211848,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
130,20220713160204,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
131,20220714210634,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
132,20220715235604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,20220716193927,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
134,20220717213954,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
135,20220718201216,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
136,20220719215045,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
137,20220720114609,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
138,20220721184426,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
139,20220722235132,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
140,20220723211250,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
141,20220724234904,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
142,20220725231039,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
143,20220726174738,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
144,20220727235737,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
145,20220728215334,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
146,20220729173114,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
147,20220730211120,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
148,20220731224645,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
149,20220801204750,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
150,20220802234251,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
151,20220803195350,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
152,20220804205016,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
153,20220805234657,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
154,20220806231344,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
155,20220807213116,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
156,20220808232332,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
157,20220809222625,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
158,20220810224519,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
159,20220811231851,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
160,20220812234301,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
161,20220813235344,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
162,20220814202441,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
163,20220815233007,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
164,20220816193403,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
165,20220817184352,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
166,20220818220927,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
167,20220819233252,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
168,20220820223342,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
169,20220821223537,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
170,20220822235303,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
171,20220823160018,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
172,20220824213519,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
173,20220825234847,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
174,20220826214124,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
175,20220827200202,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
176,20220828202505,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
177,20220829215828,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
178,20220830221143,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
179,20220831224717,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
180,20220901234201,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
181,20220902222838,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
182,20220903231420,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
183,20220904234214,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
184,20220905230522,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
185,20220906173141,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
186,20220907201645,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
187,20220908223605,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
188,20220909235544,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
189,20220910204400,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
190,20220911184621,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
191,20220912235510,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
192,20220913205430,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
193,20220914234015,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
194,20220915172333,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
195,20220916210649,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
196,20220917234525,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
197,20220918190627,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
198,20220919214259,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
199,20220920212844,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False
