,Timestamp,"//*[@data-spm=""sports-news12""]/ul[1]/li[2]_RELOC",xpath//html/body/div[4]/div[5]/div/div[2]/div/div[2]/div[2]/ul/li[2]_SEL,"//*[@data-spm=""acg-news""]/li[7]_RELOC",xpath//html/body/div[4]/div[12]/div/div[10]/div/div[3]/ul/li[7]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" content-other "")]/div[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" main-boxF "")][6]_RELOC",class namemain-box_SEL,xpath//html/body/div[4]/div[12]/div/div[9]_SEL,"//*[@data-spm=""auto-news11""]/ul[1]/li[4]_RELOC",xpath//html/body/div[4]/div[8]/div/div[2]/div/div[2]/div/ul/li[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" sports-video "")]/ul[1]/li[2]_RELOC",xpath//html/body/div[4]/div[5]/div/div[2]/div[2]/ul/li[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" shh "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" icon "")][1]_RELOC",class nameicon_SEL,xpath//html/body/div[3]/div/div/div[3]/ul/a/li/div_SEL,"//*[@data-spm=""cul-news""]/li[6]_RELOC",xpath//html/body/div[4]/div[12]/div/div[6]/div[2]/div[3]/ul/li[6]_SEL,"//*[@title=""特朗普接受采访怒批昔日政治密友 因其曾祝贺拜登当选总统""]/div[1]_RELOC",class nameother-title_SEL,"xpath//*[@id=""city-sohu-choice-tabs""]/div[3]/div/div/a/div_SEL","//*[@data-spm=""business-news11""]/ul[1]/li[1]_RELOC",xpath//html/body/div[4]/div[7]/div/div[2]/div/div[2]/div/ul/li_SEL,"//*[@data-spm=""game-news""]/li[7]_RELOC",xpath//html/body/div[4]/div[12]/div/div[10]/div[2]/div[3]/ul/li[7]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" wrapper-box "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" god-wrapper "")][6]/div[1]_RELOC",class namegod-main_SEL,xpath//html/body/div[4]/div[6]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" wrapper-box "")]_RELOC",class namewrapper-box_SEL,xpath//html/body/div[4]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" business-news "")]_RELOC",xpath//html/body/div[4]/div[7]/div/div[2]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" content-left "")]/div[7]/div[1]/div[1]_RELOC",class namecontent-other-item_SEL,"xpath//*[@id=""city-sohu-choice-tabs""]/div[7]/div/div_SEL","//*[@data-spm=""yule-news12""]/ul[1]/li[4]_RELOC",xpath//html/body/div[4]/div[4]/div/div[2]/div/div[2]/div[2]/ul/li[4]_SEL,"//*[@data-param=""?_f=index_itfocus_0_2""]/span[1]_RELOC",class nametxt_SEL,xpath//html/body/div[4]/div[11]/div/div[2]/div/div/div[2]/ul/li[2]/a/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" content-left "")]/div[6]_RELOC","xpath//*[@id=""city-sohu-choice-tabs""]/div[6]_SEL","//*[@data-spm=""auto-news12""]_RELOC",class namelist16_SEL,xpath//html/body/div[4]/div[8]/div/div[2]/div/div[2]/div[2]_SEL,"//*[@data-spm=""acg-news""]/li[5]_RELOC",xpath//html/body/div[4]/div[12]/div/div[10]/div/div[3]/ul/li[5]_SEL,"//*[@data-spm=""mil-news""]/li[3]_RELOC",xpath//html/body/div[4]/div[12]/div/div[7]/div/div[3]/ul/li[3]_SEL
100,20220321231305,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
101,20220322160446,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
102,20220323235744,1,1,1,2,0,1,2,1,2,1,1,1,33,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
103,20220324222722,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
104,20220325214202,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
105,20220326231319,1,1,1,2,0,1,2,1,2,1,1,1,33,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
106,20220327225350,1,1,1,2,0,1,2,1,2,1,1,1,35,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
107,20220328222202,1,1,1,2,0,1,2,1,2,1,1,1,33,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
108,20220329221448,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
109,20220330234038,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
110,20220331235754,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
111,20220401233324,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
112,20220402234221,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
113,20220403231240,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
114,20220404213633,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
115,20220405230939,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
116,20220406225319,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
117,20220407231859,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
118,20220408231540,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
119,20220409222923,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
120,20220410234632,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
121,20220411232007,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
122,20220412231058,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
123,20220413233607,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,71,1,1,1,1,29,1,1,2,1,2
124,20220414235513,1,1,1,2,0,1,2,1,2,1,1,1,34,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
125,20220415233012,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
126,20220416235128,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
127,20220417224358,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
128,20220418233241,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
129,20220419231016,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
130,20220420231740,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
131,20220421234536,1,1,1,2,0,1,2,1,2,1,1,1,34,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
132,20220422182250,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
133,20220423210242,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
134,20220424231119,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
135,20220425223832,1,1,1,2,0,1,2,1,2,1,1,1,33,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
136,20220426221358,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
137,20220427205129,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
138,20220428134927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,20220429180153,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
140,20220430230010,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
141,20220501155933,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
142,20220502182302,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
143,20220503212628,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
144,20220504233204,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
145,20220505183505,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
146,20220506185136,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
147,20220507225356,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
148,20220508225302,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
149,20220509223803,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
150,20220510234037,1,1,1,2,0,1,2,1,2,1,1,1,33,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
151,20220511191552,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
152,20220512192242,1,1,1,2,0,1,2,1,2,1,1,1,33,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
153,20220513233121,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
154,20220514201144,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
155,20220515202349,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
156,20220516222829,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
157,20220517215032,1,1,1,2,0,1,2,1,2,1,1,1,36,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
158,20220518232944,1,1,1,2,0,1,2,1,2,1,1,1,34,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
159,20220519173344,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
160,20220520214613,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
161,20220521201337,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
162,20220522194300,1,1,1,2,0,1,2,1,2,1,1,1,33,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
163,20220523183038,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
164,20220524185541,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
165,20220525194931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,20220526193554,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
167,20220527203419,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
168,20220528210624,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
169,20220529233309,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
170,20220530210003,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
171,20220531211941,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
172,20220601231337,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
173,20220602235614,1,1,1,2,0,1,2,1,2,1,1,1,33,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
174,20220603103207,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
175,20220604162850,1,1,1,2,0,1,2,1,2,1,1,1,33,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
176,20220605220037,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
177,20220606142341,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
178,20220607120310,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
179,20220608185932,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
180,20220609130424,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
181,20220610153151,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
182,20220611125828,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
183,20220612110432,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
184,20220613234822,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
185,20220614085532,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
186,20220615172923,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
187,20220616234959,1,1,1,2,0,1,2,1,2,1,1,1,33,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
188,20220617132739,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
189,20220618195529,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
190,20220619233538,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
191,20220620224900,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
192,20220621234238,1,1,1,2,0,1,2,1,2,1,1,1,31,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
193,20220622182932,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
194,20220623235140,1,1,1,2,0,1,2,1,2,1,1,1,30,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
195,20220624234601,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,0,16,0,1,1,1,72,1,0,0,1,29,1,1,2,1,2
196,20220625223848,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
197,20220626225347,1,0,1,0,0,1,0,1,0,1,0,1,31,0,1,0,0,0,0,1,0,1,0,0,6,0,1,1,0,1,0,0,4,0,1,0,0,72,0,0,0,1,28,0,1,0,1,0
198,20220627225901,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
199,20220628022858,1,1,1,2,0,1,2,1,2,1,1,1,32,4,1,1,0,0,0,1,12,1,1,0,6,1,1,1,1,1,4,1,40,4,1,1,1,72,1,1,1,1,29,1,1,2,1,2
