,Timestamp,"//*[@data-cell-index=""26""]_RELOC",class namecell-container_SEL,"xpath//*[@id=""container""]/div[28]_SEL","//*[@title=""Netlabels""]//*[@id=""items-text""]_RELOC",iditems-text_SEL,class namestyle-scope_SEL,"xpath//*[@id=""items-text""]_SEL","//*[@title=""Community Spirituality and Religion""]//*[@id=""collection-title""]_RELOC",idcollection-title_SEL,"xpath//*[@id=""collection-title""]_SEL","//*[@title=""Videos""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" media-count"")][2]_RELOC",class namemedia-count_SEL,"xpath//*[@id=""mediacount-icon-container""]/a[3]/div[2]_SEL","//*[@title=""Electric Sheep""]//*[@id=""item-count-image-container""]_RELOC",iditem-count-image-container_SEL,"xpath//*[@id=""item-count-image-container""]_SEL","//*[@title=""Live Music Archive""]//*[@id=""item-count-image-container""]_RELOC","//*[@id=""announcements-container""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][3]_RELOC","xpath//*[@id=""announcements-container""]/ul/li[3]_SEL","//primary-nav[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" branding"")][1]_RELOC",class namebranding_SEL,xpath//html/body/app-root/header/ia-topnav/div/primary-nav/nav/div_SEL,"//*[@data-cell-index=""14""]_RELOC","xpath//*[@id=""container""]/div[16]_SEL","//*[@title=""Live Music Archive""]//*[@id=""items-text""]_RELOC","//*[@style=""background-color: #55A183""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" logo-icon"")][2]_RELOC",class namelogo-icon_SEL,xpath//html/body/app-root/modal-manager/div/modal-template/div/div/header/div_SEL,"//*[@title=""Community Spirituality and Religion""]//*[@id=""items-text""]_RELOC","//*[@id=""search_options""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][1]/*[@type=""radio""][1]_RELOC",namesin_SEL,"xpath//*[@id=""search_options""]/fieldset/label/input_SEL","//*[@data-cell-index=""39""]_RELOC","xpath//*[@id=""container""]/div[41]_SEL","//*[@title=""Movies""]//*[@id=""item-count-image-container""]_RELOC","//*[@title=""Arts & Music""]//*[@id=""item-count-image-container""]_RELOC","//*[@title=""Television Archive""]//*[@id=""item-count-stacked-text""]_RELOC",iditem-count-stacked-text_SEL,"xpath//*[@id=""item-count-stacked-text""]_SEL","//*[@data-event-click-tracking=""TopNav|NavMenuMore""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" icon"")][1]_RELOC",class nameicon_SEL,xpath//html/body/app-root/header/ia-topnav/div/primary-nav/nav/media-menu/div/div/nav/div/media-button[8]/a/span_SEL,"//desktop-subnav[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" style-scope"")][1]/li[7]_RELOC",xpath//html/body/app-root/header/ia-topnav/desktop-subnav/ul/li[7]_SEL,"//*[@title=""United States Patent and Trademark Office documents""]//*[@id=""collection-title""]_RELOC"
111,20220524234738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,20220525235216,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
113,20220526235702,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,20220527233224,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,20220528235105,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
116,20220529234725,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
117,20220530235854,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
118,20220531235515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,20220601233342,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
120,20220602234815,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
121,20220603233453,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
122,20220604234419,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
123,20220605235531,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
124,20220606235912,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
125,20220607234056,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
126,20220608224548,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
127,20220609231854,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
128,20220610233634,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
129,20220611231957,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,20220612235258,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
131,20220613235306,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
132,20220614234012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,20220615235530,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,20220616231453,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
135,20220617233844,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
136,20220618234143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,20220619233850,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,20220620235013,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
139,20220621235657,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
140,20220622233901,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,20220623234029,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
142,20220624230209,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
143,20220625235419,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
144,20220626233923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,20220627233905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,20220628233934,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
147,20220629225515,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
148,20220630235114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,20220701232721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,20220702233948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,20220703233943,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,20220704232343,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
153,20220705233634,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
154,20220706232444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,20220707235516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,20220708235240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,20220709234454,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
158,20220710235956,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
159,20220711231839,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
160,20220712235503,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
161,20220713234823,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
162,20220714235249,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
163,20220715231544,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
164,20220716223454,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
165,20220717232150,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,20220718231803,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
167,20220719231836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,20220720234555,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
169,20220721234041,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,20220722235241,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
171,20220723234615,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
172,20220724232811,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
173,20220725235000,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
174,20220726232434,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,20220727234000,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,False,True,True,True
176,20220728235659,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,20220729234917,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
178,20220730234110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,20220731233416,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
180,20220801232828,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
181,20220802235344,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
182,20220803235722,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
183,20220804233600,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,20220805235312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,20220806235656,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
186,20220807235503,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
187,20220808233828,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
188,20220809234051,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
189,20220810234438,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
190,20220811233255,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
191,20220812235419,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,20220813233652,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,20220814235717,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
194,20220815233831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,20220816235245,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True
196,20220817235839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,20220818233838,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,20220819165326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
