,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" AssemblyTextButton--inverted "")]/span[1]_RELOC","xpath//*[@id=""TopNavigationReactTarget""]/header/div/div[2]/div[2]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout-carouselItemDescription "")]_RELOC",class namePrismicTextCallout-carouselItemDescription_SEL,"xpath//*[@id=""PrismicMediaCarouselTarget""]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout-carousel "")]_RELOC",class namePrismicTextCallout-carousel_SEL,"xpath//*[@id=""PrismicMediaCarouselTarget""]/div_SEL",//main[1]/section[7]/div[1]/div[1]/div[1]/div[1]_RELOC,class namePrismicTextCallout-title_SEL,"xpath//*[@id=""page""]/section[7]/div/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteCreateIconButton-xhp "")]/a[1]/span[1]_RELOC","xpath//*[@id=""TopNavigationReactTarget""]/header/div/div/div[2]/div[3]/a/span_SEL","//*[@onclick=""if(window.logPageAction){window.logPageAction('topic_prismic',{currentUrl:window.location.pathname,nextUrl:'/topic/arts-and-humanities/'});}""]/span[1]_RELOC","xpath//*[@id=""PrismicTopicLinksTarget""]/div[3]/a/span_SEL",//main[1]/section[7]/div[1]_RELOC,class nameUIContainer_SEL,"xpath//*[@id=""page""]/section[7]/div_SEL",//main[1]/section[3]/div[1]/div[1]_RELOC,class namePrismicTextCallout-content_SEL,"xpath//*[@id=""page""]/section[3]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteFooter-socialAndCopyright "")]/div[1]/div[1]/div[1]/span[2]_RELOC",class nameUIIconButton_SEL,xpath//html/body/div[2]/footer/div/div[2]/section/div/div/div/span[2]_SEL,//main[1]/section[9]/div[1]_RELOC,"xpath//*[@id=""page""]/section[9]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTopicSubject--Languages "")]_RELOC",class namePrismicTopicSubject_SEL,"xpath//*[@id=""PrismicTopicLinksTarget""]/div_SEL","//*[@onclick=""if (Quizlet.trackPrismicCTAClick) Quizlet.trackPrismicCTAClick('hero-module-signup');var x=Quizlet.openSignupModal;return !x||!x({""signupOrigin"":""info-page-cta"",""screenName"":""none/homepage""})&&!1""]/span[1]_RELOC",class nameUIButton-wrapper_SEL,"xpath//*[@id=""page""]/section/div/div/div[2]/div[3]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout--fullCover "")]/div[1]_RELOC","xpath//*[@id=""page""]/section[8]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout--carousel "")]/div[1]/div[1]_RELOC","xpath//*[@id=""page""]/section/div/div_SEL","//*[@name=""cstoken""]_RELOC",namecstoken_SEL,xpath//html/body/div[2]/footer/div/div/div/div[5]/div/div/div/div/div/form/input_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout--fullCover "")]/div[1]/div[1]/div[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTextCallout-title "")][1]_RELOC","xpath//*[@id=""page""]/section[8]/div/div/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" TopNavigation-contentLeft "")]_RELOC",class nameTopNavigation-contentLeft_SEL,"xpath//*[@id=""TopNavigationReactTarget""]/header/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteFooter-flexContainer "")]/div[4]/div[1]/div[1]_RELOC",class nameUIRow_SEL,xpath//html/body/div[2]/footer/div/div/div/div[4]/div/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" PrismicTopicLinks-inner "")]_RELOC",class namePrismicTopicLinks-inner_SEL,"xpath//*[@id=""page""]/section[4]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" SiteNavLoginSection "")]_RELOC",class nameSiteNavLoginSection_SEL,"xpath//*[@id=""TopNavigationReactTarget""]/header/div/div[2]/div[2]_SEL"
86,20220605133804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,20220606221217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,20220607225025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,20220608140328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,20220615145452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,20220623214030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,20220624165730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,20220627155532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,20220710161111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,20220712123246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,20220713092453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,20220714092459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,20220715131738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,20220720104938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,20220723082446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,20220803100737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,20220806131520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,20220810220739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,20220811201605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,20220820113254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,20220823220800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,20220824085111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,20220826233856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,20220827014149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,20220831113809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,20220901133812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,20220902231556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,20220907234754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,20220909082444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,20220910071024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,20220913154606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,20220914234209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,20220916235949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,20220917222512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,20220918140506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,20220920020405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,20220923094152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,20220924002355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
