,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-catList_cell--interior- "")]/ul/li[1]_RELOC",class namep-catList_items_item_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[4]/div/div/ul[8]/li[1]/a/ul/li[1]_SEL,"//*[@onclick=""onclickcatalyst_togroupsite('waku_top_exp_E_93032_3151');""]/div[2]/p[2]_RELOC",class namec-feed_lines_ttl_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[15]/div[2]/a/div[2]/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking "")]/ul/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_cont "")][3]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-positioning "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_-bb-_item "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_-bb-_item_price "")][1]/span[3]_RELOC",class namep-ranking_-bb-_item_price_par_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[2]/div[3]/ul/li[3]/div/div[1]/p[4]/span[3]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_in "")]/div[26]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_cell "")][1]_RELOC",class namec-feed_cell_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[26]/div[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_in "")]/div[7]_RELOC",class namec-feed_row_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[7]_SEL,"//*[@onclick=""onclickcatalyst_togroupsite('waku_top_exp_E_92912_3151');""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_lines "")][1]/p[1]_RELOC",class namep-cat_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[22]/div[3]/a/div[2]/p[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-catList_cell--outdoor- "")]/ul/li[5]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[4]/div/div/ul[5]/li[2]/a/ul/li[5]_SEL,"//*[@onclick=""onclickcatalyst_togroupsite('waku_top_exp_E_91714_3151');""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_lines "")][1]/p[1]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[23]/div[3]/a/div[2]/p[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-list2-2column "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-list2_wrap "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-list2_row "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-list2_cell "")][1]_RELOC",class namec-list2_cell_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[6]/div[3]/div/ul[2]/li[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-catList_cell--game- "")]/ul/li[2]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[4]/div/div/ul[10]/li[1]/a/ul/li[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_in "")]/div[2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_cell "")][1]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[2]/div[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" s-biggerlink "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_wrap "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_cont "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-positioning "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_cont_item "")][1]/p[2]/span[2]_RELOC",class namec-num_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[2]/div[3]/div[2]/ol/li[2]/div/div[1]/p[2]/span[2]_SEL,"//*[@onclick=""onclickcatalyst_togroupsite('waku_top_exp_E_92913_3151');""]/div[2]/p[2]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[19]/div[2]/a/div[2]/p[2]_SEL,"//*[@onclick=""onclickcatalyst_togroupsite('waku_top_exp_E_92768_3151');""]/div[2]/p[2]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[25]/div[1]/a/div[2]/p[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking "")]/ul/*[contains(concat("" "", normalize-space(@class), "" ""), "" p-ranking_cont "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-positioning "")][1]_RELOC",class namec-positioning_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[2]/div[3]/ul/li[1]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_in "")]/div[16]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_cell "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_item "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_lines "")][1]/p[1]_RELOC",xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[16]/div[2]/a/div[2]/p[1]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-map-outbound "")]/ul/li[3]_RELOC",class namep-inform_item_SEL,xpath//html/body/div[1]/div[1]/div[3]/div[2]/ul/li[3]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" l-h_campaignTtl "")]_RELOC",class namel-h_campaignTtl_SEL,xpath//html/body/div[1]/div[1]/div[1]/div/div[1]/p_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" c-feed_in "")]/div[12]/div[2]/a/div[2]/div_RELOC",class namec-feed_lines_icons_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[7]/div[1]/div[12]/div[2]/a/div[2]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" p-catList_ttl--contactlens- "")]_RELOC",class namep-catList_ttl_SEL,xpath//html/body/div[1]/div[1]/div[2]/div[1]/div/div[4]/div/div/ul[9]/li[1]/a/p_SEL
64,20220609135425,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
65,20220611151305,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
66,20220612202703,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
67,20220614074456,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
68,20220615082410,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
69,20220616143014,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
70,20220618163254,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
71,20220619152524,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
72,20220621111948,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
73,20220622113605,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
74,20220623235857,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
75,20220624133048,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
76,20220625155423,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
77,20220627235632,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
78,20220628190702,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
79,20220629161409,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
80,20220701193819,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
81,20220703181624,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
82,20220705203109,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
83,20220706195743,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
84,20220708152617,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
85,20220712225827,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
86,20220714230155,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,True
87,20220715164304,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,True
88,20220716135609,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,True
89,20220726181703,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
90,20220727094453,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
91,20220801220728,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,True
92,20220807194359,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
93,20220808114253,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
94,20220814193737,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
95,20220818132430,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False
96,20220826043311,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
97,20220901130643,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
98,20220902230201,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True
99,20220905023440,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
100,20220908192621,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
101,20220911104639,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False
102,20220912094543,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False
103,20220914222223,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
104,20220915213642,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,True
105,20220916154515,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,True,True
106,20220919112933,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
107,20220922090707,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
