,Timestamp,"//*[@id=""menu_con""]/*[@style=""display:none""][4]/ol/li[7]_RELOC","xpath//*[@id=""menu_con""]/div[5]/ol/li[7]_SEL","//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_bar"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fl"")][3]_RELOC",class namefl_SEL,"xpath//*[@id=""container""]/ul/li/div/div[2]/div/div[2]/span_SEL","//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_title"")]_RELOC",class namearticle_title_SEL,"xpath//*[@id=""container""]/ul/li[29]/div/div[2]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" logreg"")]/ul/li_RELOC",xpath//html/body/div[2]/div/div[2]/div/ul/li_SEL,"//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]_RELOC",class namearticle_item_SEL,"xpath//*[@id=""container""]/ul/li[35]/div_SEL","//*[@id=""menu_con""]/*[@style=""display:none""][2]/ol/li[10]_RELOC","xpath//*[@id=""menu_con""]/div[3]/ol/li[10]_SEL","//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_box"")]_RELOC",class namearticle_box_SEL,"xpath//*[@id=""container""]/ul/li[45]/div/div[2]_SEL","//*[@id=""menu_con""]/*[@style=""display:none""][5]/ol/li_RELOC","xpath//*[@id=""menu_con""]/div[6]/ol/li_SEL","//*[@id=""scroll""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightlist_text"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rlist_con"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightlist"")]/ul/li/a/span_RELOC","xpath//*[@id=""scroll""]/div/div[2]/div[2]/ul/li/a/span_SEL","//*[@id=""wm-media-button""]_RELOC",idwm-media-button_SEL,"xpath//*[@id=""wm-media-button""]_SEL","//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" article_img"")]_RELOC",class namearticle_img_SEL,"xpath//*[@id=""container""]/ul/li[25]/div/div_SEL","//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_bar"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fl"")][2]_RELOC","xpath//*[@id=""container""]/ul/li[33]/div/div[2]/div/div[2]/span_SEL","xpath//*[@id=""container""]/ul/li[29]/div_SEL","xpath//*[@id=""container""]/ul/li[16]/div/div[2]/div/div_SEL","xpath//*[@id=""container""]/ul/li[40]/div/div[2]/div/div[2]/span_SEL","xpath//*[@id=""container""]/ul/li[9]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" box"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" rightbox"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" rightlist"")]/ul/li[2]_RELOC",xpath//html/body/div[3]/div/div[3]/div[9]/div[2]/div[2]/ul/li[2]_SEL,"//*[@type=""submit""]_RELOC",class namesearch_btn_SEL,xpath//html/body/div[3]/div/div[3]/div/form/div/input[2]_SEL,"//*[@id=""container""]/ul//*[contains(concat("" "", normalize-space(@class), "" ""), "" article_item"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" footer_bar"")]_RELOC",class namefooter_bar_SEL,"xpath//*[@id=""container""]/ul/li[20]/div/div[2]/div/div[2]_SEL","xpath//*[@id=""container""]/ul/li[26]/div/div[2]/div/div[2]/span_SEL"
108,20210225064555,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False
109,20210304220640,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,20210311081152,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
111,20210318091730,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
112,20210325105610,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True
113,20210326104557,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True,True
114,20210410161515,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False
115,20210415181048,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False
116,20210417174339,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
117,20210424190508,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
118,20210501202054,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True
119,20210508231951,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True
120,20210516202123,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True
121,20210530214217,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,20210531010420,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True
123,20220330014550,True,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False
124,20220524105654,True,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False
125,20220825000707,True,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False
