,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/*[@data-so=""0""][65]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_info"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lsti_box"")][2]_RELOC",class namelsti_box_SEL,"xpath//*[@id=""mls_models""]/div/div[65]/div/div[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/*[@data-so=""0""][43]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_info"")]_RELOC",class namelst_info_SEL,"xpath//*[@id=""mls_models""]/div/div[43]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hb_drop_down"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_item"")][5]//*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_item_link"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_item_inner"")]_RELOC",class namehbd_item_inner_SEL,xpath//html/body/div/div[3]/div/div/div[2]/ul/li[5]/a/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" hb_drop_down"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_item"")][23]_RELOC",class namehbd_item_SEL,xpath//html/body/div/div[3]/div/div/div[2]/ul/li[23]_SEL,"//*[@style=""grid-row: 5""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lsc_list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" js-lscl_item"")][15]_RELOC",class namejs-lscl_item_SEL,"xpath//*[@id=""mls_models""]/div/section/div/div/div[15]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" hb_drop_down"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_item"")][24]_RELOC",xpath//html/body/div/div[3]/div/div/div[2]/ul/li[24]_SEL,"//*[@style=""grid-row: 5""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lsc_list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" js-lscl_item"")][30]_RELOC","xpath//*[@id=""mls_models""]/div/section/div/div/div[30]_SEL","//*[@data-chathost=""daffodilnicki""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][5]_RELOC",class namelst_bage_SEL,"xpath//*[@id=""mls_models""]/div/div[16]/a/span[6]_SEL","//*[@data-chathost=""AnalTaxi""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][2]_RELOC","xpath//*[@id=""mls_models""]/div/div[54]/a/span[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/*[@data-so=""0""][56]_RELOC",class namels_thumb_SEL,"xpath//*[@id=""mls_models""]/div/div[56]_SEL","//*[@data-chathost=""always-morbid""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_ghost"")]_RELOC",class namelst_ghost_SEL,"xpath//*[@id=""mls_models""]/div/div[11]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ht_quick_search"")]_RELOC",class nameht_quick_search_SEL,"xpath//*[@id=""bc_tags""]/div_SEL","//*[@data-chathost=""CN-yaoyao""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][2]_RELOC","xpath//*[@id=""mls_models""]/div/div[5]/a/span[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/*[@data-so=""0""][27]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_info"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lsti_box"")][1]_RELOC","xpath//*[@id=""mls_models""]/div/div[27]/div/div_SEL","//*[@data-chathost=""skinnyKris""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_bage"")][4]_RELOC","xpath//*[@id=""mls_models""]/div/div[41]/a/span[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/*[@data-so=""0""][5]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_info"")]_RELOC","xpath//*[@id=""mls_models""]/div/div[5]/div_SEL","//*[@data-chathost=""LucyMorgan1""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lst_ghost"")]_RELOC","xpath//*[@id=""mls_models""]/div/div[22]/a/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mls_models"")]/*[@data-so=""0""][47]_RELOC","xpath//*[@id=""mls_models""]/div/div[47]_SEL","//*[@data-type=""female""]//*[contains(concat("" "", normalize-space(@class), "" ""), "" lti_pin_btn"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" ltip_inner"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" ltip_item"")][2]//*[contains(concat("" "", normalize-space(@class), "" ""), "" ltip_icon_wrp"")]_RELOC",class nameltip_icon_wrp_SEL,xpath//html/body/div/div[6]/div/div/div/div/div/ul/li[2]/div/div/div[2]/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" hb_drop_down"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_list"")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_item"")][2]//*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_item_link"")]//*[contains(concat("" "", normalize-space(@class), "" ""), "" hbd_item_inner"")]_RELOC",xpath//html/body/div/div[3]/div/div/div[2]/ul/li[2]/a/span_SEL
77,20220414160104,1,174,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,328,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,0,1,3,0,6,1,1,1,10,2,1,1
78,20220415054307,1,163,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,274,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
79,20220416083326,1,171,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,321,0,1,1,1,72,1,0,72,6,1,1,3,1,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
80,20220417071142,1,173,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,330,0,0,1,1,72,1,0,72,5,1,1,3,1,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
81,20220418203607,1,170,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,326,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
82,20220421065817,1,171,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,327,0,0,1,1,72,1,0,72,6,1,1,3,1,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
83,20220423051832,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,329,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
84,20220424083307,1,174,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,330,1,1,1,1,72,1,1,72,5,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
85,20220425155919,1,160,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,330,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
86,20220426165700,1,171,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,326,1,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
87,20220428080310,1,180,1,1,72,3,1,34,1,1,34,1,1,124,4,1,1,1,4,0,338,0,0,1,1,72,1,0,72,7,1,1,3,1,1,1,3,0,1,1,3,0,7,1,1,1,10,2,1,1
88,20220429072406,1,170,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,323,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
89,20220430122720,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,334,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
90,20220501071000,1,172,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,331,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
91,20220502064117,1,169,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,332,0,0,1,1,72,1,0,72,5,1,1,3,1,1,1,3,0,1,1,3,0,7,1,1,1,10,2,1,1
92,20220503085257,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,333,0,0,1,1,72,1,0,72,7,1,1,3,1,1,1,3,1,1,1,3,0,5,1,1,1,10,2,1,1
93,20220504201006,1,166,1,1,72,3,1,34,1,1,34,1,1,124,4,1,1,1,4,0,335,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
94,20220505085818,1,173,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,337,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
95,20220506050236,1,175,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,344,0,0,1,1,72,1,0,72,7,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
96,20220507205637,1,167,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,324,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
97,20220508150129,1,169,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,338,1,0,1,1,72,1,0,72,7,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
98,20220509060443,1,165,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,323,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
99,20220511042600,1,178,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,329,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
100,20220512093229,1,168,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,281,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
101,20220513202601,1,169,1,1,72,3,1,34,1,1,34,1,1,124,4,1,1,1,4,0,343,1,0,1,1,72,1,0,72,7,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
102,20220514143337,1,164,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,342,1,0,1,1,72,1,0,72,7,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
103,20220515233910,1,163,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,329,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
104,20220516211652,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,331,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
105,20220518082136,1,164,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,339,1,0,1,1,72,1,0,72,5,1,1,3,1,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
106,20220519232004,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,328,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
107,20220520081359,1,167,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,336,0,0,1,1,72,1,0,72,6,1,1,3,1,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
108,20220521140246,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,330,1,0,1,1,72,1,0,72,7,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
109,20220523104300,1,160,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,306,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
110,20220525055709,1,176,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,332,1,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
111,20220527083245,1,167,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,334,1,0,1,1,72,1,0,72,7,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
112,20220528173607,1,175,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,327,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
113,20220530225505,1,176,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,332,1,0,1,1,72,1,0,72,4,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
114,20220531191351,1,174,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,274,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,4,1,1,1,10,2,1,1
115,20220601114345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,20220602010541,1,166,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,333,0,0,1,1,72,1,0,72,5,1,1,3,1,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
117,20220603092334,1,165,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,337,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
118,20220604150006,1,169,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,348,1,0,1,1,72,1,0,72,7,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
119,20220605224123,1,164,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,319,0,1,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
120,20220606074037,1,170,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,323,1,0,1,1,72,1,1,72,6,1,1,3,0,1,1,3,1,1,1,3,0,6,1,1,1,10,2,1,1
121,20220608233935,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,338,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
122,20220610095836,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,328,1,0,1,1,72,1,1,72,5,1,1,3,1,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
123,20220611204230,1,173,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,342,1,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
124,20220612093857,1,173,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,342,1,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
125,20220613091459,1,164,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,328,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
126,20220616000108,1,172,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,339,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
127,20220617102206,1,165,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,327,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
128,20220618160142,1,162,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,339,1,0,1,1,72,1,0,72,7,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
129,20220620085023,1,167,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,321,0,0,1,1,72,1,0,72,6,1,1,3,1,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
130,20220622083027,1,167,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,338,1,0,1,1,72,1,0,72,6,1,1,3,1,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
131,20220623160345,1,163,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,273,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
132,20220624104817,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,318,1,0,1,1,72,1,1,72,5,1,1,3,1,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
133,20220625193345,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,283,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,4,1,1,1,10,2,1,1
134,20220626154039,1,160,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,257,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,0,1,3,0,6,1,1,1,10,2,1,1
135,20220627134632,1,161,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,341,1,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
136,20220629085919,1,173,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,344,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,1,1,1,3,0,6,1,1,1,10,2,1,1
137,20220630013446,1,170,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,331,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
138,20220701110502,1,161,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,324,1,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,0,1,3,0,6,1,1,1,10,2,1,1
139,20220702161655,1,165,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,347,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
140,20220704095224,1,165,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,325,1,0,1,1,72,1,0,72,7,1,1,3,0,1,1,2,0,0,1,3,0,6,1,1,1,10,2,1,1
141,20220705131212,1,163,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,332,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
142,20220707100501,1,159,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,280,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,0,1,3,0,5,1,1,1,10,2,1,1
143,20220708120649,1,173,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,343,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
144,20220709103612,1,173,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,331,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
145,20220710003207,1,172,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,277,0,0,1,1,72,1,1,72,5,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
146,20220712105147,1,160,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,322,1,0,1,1,72,1,1,72,6,1,1,3,0,1,1,2,0,1,1,3,0,6,1,1,1,10,2,1,1
147,20220713070600,1,179,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,336,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
148,20220714021633,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,326,1,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,6,1,1,1,10,2,1,1
149,20220715123810,1,169,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,268,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,1,1,3,0,4,1,1,1,10,2,1,1
150,20220716144444,1,168,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,273,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,2,0,1,1,3,0,4,1,1,1,10,2,1,1
151,20220717014625,1,162,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,265,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
152,20220718153758,1,165,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,262,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,3,0,1,1,3,0,4,1,1,1,10,2,1,1
153,20220719144656,1,167,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,273,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,0,1,3,0,5,1,1,1,10,2,1,1
154,20220721035224,1,167,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,265,0,0,1,1,72,1,0,72,5,1,1,3,1,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
155,20220722223410,1,174,1,1,72,3,1,34,1,1,34,1,1,124,4,1,1,1,4,0,279,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,0,1,3,0,7,1,1,1,10,2,1,1
156,20220723043921,1,169,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,277,0,0,1,1,72,1,0,72,6,1,1,3,1,1,1,2,1,1,1,3,0,5,1,1,1,10,2,1,1
157,20220724041033,1,169,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,262,1,0,1,1,72,1,0,72,4,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
158,20220725161928,1,164,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,269,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
159,20220726132319,1,163,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,265,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,3,0,1,1,3,0,4,1,1,1,10,2,1,1
160,20220728125842,1,165,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,270,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,2,0,1,1,3,0,4,1,1,1,10,2,1,1
161,20220729143124,1,166,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,272,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
162,20220730170601,1,170,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,268,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,4,1,1,1,10,2,1,1
163,20220731114303,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,254,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,3,0,0,1,3,0,4,1,1,1,10,2,1,1
164,20220801184806,1,157,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,180,0,0,1,1,72,1,0,72,3,1,1,3,0,1,1,2,0,0,1,3,0,4,1,1,1,10,2,1,1
165,20220802122619,1,168,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,276,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
166,20220804151605,1,167,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,277,1,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
167,20220805153306,1,169,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,264,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,2,0,0,1,3,0,5,1,1,1,10,2,1,1
168,20220807033311,1,171,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,259,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,2,0,0,1,3,0,5,1,1,1,10,2,1,1
169,20220809225623,1,175,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,282,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
170,20220811052541,1,179,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,264,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,1,1,3,0,4,1,1,1,10,2,1,1
171,20220812160947,1,166,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,267,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,0,1,1,3,0,4,1,1,1,10,2,1,1
172,20220813142819,1,160,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,268,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
173,20220814120152,1,179,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,260,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,3,0,1,1,3,0,5,1,1,1,10,2,1,1
174,20220816155224,1,163,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,282,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
175,20220818071456,1,173,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,265,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,3,1,0,1,3,0,4,1,1,1,10,2,1,1
176,20220820143757,1,167,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,281,0,0,1,1,72,1,0,72,6,1,1,3,0,1,1,2,0,1,1,3,0,4,1,1,1,10,2,1,1
177,20220821041347,1,169,1,1,72,3,1,34,1,1,34,1,1,116,4,1,1,0,0,0,258,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,1,1,1,3,0,4,1,1,1,10,2,1,1
178,20220822213902,1,169,1,1,72,3,1,34,1,1,34,1,1,124,4,1,1,1,4,0,268,0,0,1,1,72,1,0,72,5,1,1,3,0,1,1,2,0,1,1,3,0,5,1,1,1,10,2,1,1
179,20220823130736,1,170,1,1,72,3,1,34,1,1,34,1,1,120,4,1,1,1,4,0,214,0,0,1,1,72,1,0,72,4,1,1,3,0,1,1,3,0,0,1,3,0,4,1,1,1,10,2,1,1
