string,html,head,script,link,meta,title,base,body,div,a,img,span,form,input,button,ul,li,i,dl,dt,dd,style,p,h2,h3,br,number_of_tags,wb_div,h1,svg,path,g,rect,h4,select,option,figure,figcaption,vc:icon-close,noscript
1639,1,1,27,6,5,1,1,1,174,408,124,27,1,3,1,18,93,8,51,51,183,0,47,11,16,2,2900,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,1,1,31,4,5,1,1,1,183,411,124,29,1,3,1,18,93,8,51,51,183,2,47,11,16,2,2959,2,0,0,0,0,0,0,0,0,0,0,0,0
1641,1,1,27,6,5,1,1,1,174,409,124,27,1,3,1,18,93,8,51,51,183,0,47,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,1,1,27,6,5,1,1,1,174,409,124,27,1,3,1,18,93,9,51,51,183,0,47,11,16,2,2906,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,1,1,27,6,5,1,1,1,174,409,124,27,1,3,1,18,93,9,51,51,183,0,47,11,16,2,2906,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,1,1,31,4,5,1,1,1,183,412,124,29,1,3,1,18,93,9,51,51,183,2,47,11,16,2,2964,2,0,0,0,0,0,0,0,0,0,0,0,0
1643,1,1,27,6,5,1,1,1,174,409,124,27,1,3,1,18,93,9,51,51,183,0,47,11,16,2,2906,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,1,1,27,6,5,1,1,1,174,407,123,27,1,3,1,18,92,9,51,51,183,0,47,11,16,2,2897,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,1,1,27,6,5,1,1,1,174,407,123,27,1,3,1,18,92,9,51,51,183,0,47,11,16,2,2897,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,1,1,31,4,5,1,1,1,183,410,123,29,1,3,1,18,92,9,51,51,183,2,47,11,16,2,2956,2,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,27,6,5,1,1,1,174,407,123,27,1,3,1,18,92,9,51,51,183,0,47,11,16,2,2898,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,1,1,27,6,5,1,1,1,174,407,123,27,1,3,1,18,92,9,51,51,183,0,47,11,16,2,2897,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,1,1,27,6,5,1,1,1,174,409,124,27,1,3,1,18,93,9,51,51,183,0,47,11,16,2,2905,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,1,1,28,6,5,1,1,1,175,410,125,27,1,3,1,18,93,9,51,51,183,0,47,11,16,2,2914,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,1,1,27,6,5,1,1,1,174,409,124,27,1,3,1,18,93,9,51,51,183,0,47,11,16,2,2906,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,1,1,27,6,5,1,1,1,174,409,124,27,1,3,1,18,93,9,51,51,183,0,47,11,16,2,2906,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,1,1,27,6,5,1,1,1,174,409,124,27,1,3,1,18,93,9,51,51,183,0,47,11,16,2,2906,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,27,6,5,1,1,1,174,408,124,27,1,3,1,18,93,9,51,51,182,0,47,11,16,2,2900,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,27,6,5,1,1,1,174,408,124,27,1,3,1,18,93,9,51,51,182,0,47,11,16,2,2900,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,1,1,31,4,5,1,1,1,183,410,124,29,1,3,1,18,93,9,51,51,182,2,47,11,16,2,2957,2,0,0,0,0,0,0,0,0,0,0,0,0
1677,1,1,31,4,5,1,1,1,183,410,124,29,1,3,1,18,93,9,51,51,182,2,47,11,16,2,2957,2,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,27,6,5,1,1,1,174,407,124,27,1,3,1,18,93,9,51,51,182,0,47,11,16,2,2900,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,27,6,5,1,1,1,174,407,124,27,1,3,1,18,93,9,51,51,182,0,47,11,16,2,2899,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,27,6,5,1,1,1,174,407,124,27,1,3,1,18,93,9,51,51,182,0,47,11,16,2,2899,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,27,6,5,1,1,1,174,407,124,27,1,3,1,18,93,9,51,51,182,0,47,11,16,2,2899,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,27,6,5,1,1,1,174,407,124,27,1,3,1,18,93,9,51,51,182,0,47,11,16,2,2899,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,1,1,27,6,5,1,1,1,174,408,124,28,1,3,1,18,93,9,51,51,182,0,47,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,1,1,31,4,5,1,1,1,183,410,124,30,1,3,1,18,92,9,51,51,183,2,47,11,16,2,2959,2,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,27,6,5,1,1,1,174,407,124,28,1,3,1,18,92,9,51,51,183,0,47,11,16,2,2901,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,1,1,31,4,5,1,1,1,183,410,124,30,1,3,1,18,92,9,51,51,183,2,47,11,16,2,2959,2,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,27,6,5,1,1,1,174,407,124,28,1,3,1,18,92,9,51,51,183,0,47,11,16,2,2901,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,1,1,31,4,5,1,1,1,183,410,124,30,1,3,1,18,92,9,51,51,183,2,47,11,16,2,2959,2,0,0,0,0,0,0,0,0,0,0,0,0
1634,1,1,27,6,5,1,1,1,174,405,123,28,1,3,1,18,91,9,51,51,183,0,47,11,16,2,2891,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,1,1,31,4,5,1,1,1,183,407,122,30,1,3,1,18,91,9,51,51,182,2,47,11,16,2,2943,2,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,27,6,5,1,1,1,174,404,122,28,1,3,1,18,91,9,51,51,182,0,47,11,16,2,2886,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,27,6,5,1,1,1,174,404,122,28,1,3,1,18,91,9,51,51,182,0,47,11,16,2,2886,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,27,6,5,1,1,1,174,404,122,28,1,3,1,18,91,9,51,51,182,0,47,11,16,2,2886,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,1,1,31,4,5,1,1,1,183,407,122,30,1,3,1,18,91,9,51,51,182,2,47,11,16,2,2944,2,0,0,0,0,0,0,0,0,0,0,0,0
1631,1,1,27,6,5,1,1,1,174,404,122,28,1,3,1,18,91,9,51,51,182,0,47,11,16,2,2885,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,1,1,27,6,5,1,1,1,174,403,122,27,1,3,1,18,91,9,51,51,182,0,47,11,16,2,2880,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,1,1,31,4,5,1,1,1,183,406,122,29,1,3,1,18,91,9,51,51,182,2,47,11,16,2,2938,2,0,0,0,0,0,0,0,0,0,0,0,0
1630,1,1,27,6,5,1,1,1,174,403,122,27,1,3,1,18,91,9,51,51,182,0,47,11,16,2,2882,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,1,1,31,4,5,1,1,1,183,406,122,29,1,3,1,18,91,9,51,51,182,2,47,11,16,2,2939,2,0,0,0,0,0,0,0,0,0,0,0,0
1660,1,1,31,4,5,1,1,1,183,404,120,29,1,3,1,18,91,9,51,51,180,2,47,11,16,2,2926,2,0,0,0,0,0,0,0,0,0,0,0,0
1620,1,1,28,6,5,1,1,1,174,402,121,27,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2866,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,1,1,25,4,5,1,1,1,173,401,120,27,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2850,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,1,1,31,4,5,1,1,1,182,404,120,29,1,3,1,18,91,9,51,51,180,2,44,11,16,2,2917,2,0,0,0,0,0,0,0,0,0,0,0,0
1654,1,1,31,4,5,1,1,1,182,404,120,29,1,3,1,18,91,9,51,51,180,2,44,11,16,2,2916,2,0,0,0,0,0,0,0,0,0,0,0,0
1617,1,1,27,6,5,1,1,1,173,401,120,27,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2859,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,1,1,27,6,5,1,1,1,173,401,120,27,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2859,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,1,1,27,6,5,1,1,1,173,402,120,28,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2862,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,1,1,27,6,5,1,1,1,173,402,120,28,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2862,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,1,1,27,6,5,1,1,1,173,402,120,28,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2862,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,1,1,27,6,5,1,1,1,173,402,120,28,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2863,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,1,1,27,6,5,1,1,1,173,402,120,28,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2862,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,1,1,27,6,5,1,1,1,173,402,120,28,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2863,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,1,1,32,4,5,1,1,1,183,406,121,30,1,3,1,18,91,9,51,51,180,2,44,11,16,2,2929,2,0,0,0,0,0,0,0,0,0,0,0,0
1623,1,1,28,6,5,1,1,1,174,403,121,28,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2871,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,1,1,28,6,5,1,1,1,174,403,121,28,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2871,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,1,1,28,6,5,1,1,1,174,403,121,28,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2871,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,1,1,28,6,5,1,1,1,174,403,121,28,1,3,1,18,91,9,51,51,180,0,44,11,16,2,2871,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,1,1,28,6,5,1,1,1,174,405,123,28,1,3,1,18,93,9,51,51,180,0,44,11,16,2,2884,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,1,1,28,6,5,1,1,1,174,407,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2892,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,1,1,28,6,5,1,1,1,174,407,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2892,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,1,1,28,6,5,1,1,1,174,407,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2892,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,1,1,32,4,5,1,1,1,183,410,124,30,1,3,1,18,94,9,51,51,180,2,44,11,16,2,2950,2,0,0,0,0,0,0,0,0,0,0,0,0
1634,1,1,28,6,5,1,1,1,174,407,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2892,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,1,1,28,6,5,1,1,1,174,407,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2892,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1,1,29,6,6,1,1,1,174,407,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2896,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1,1,29,6,6,1,1,1,174,407,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2896,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,174,407,123,28,1,3,1,18,93,9,51,51,180,0,44,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,1,1,33,4,6,1,1,1,183,410,123,30,1,3,1,18,93,9,51,51,180,2,44,11,16,2,2948,2,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,174,407,123,28,1,3,1,18,93,9,51,51,180,0,44,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,1,1,29,6,6,1,1,1,173,405,122,28,1,3,1,18,92,9,51,51,180,0,43,11,16,2,2878,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,1,1,33,4,6,1,1,1,183,411,123,30,1,3,1,18,93,9,51,51,180,2,44,11,16,2,2949,2,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,174,408,123,28,1,3,1,18,93,9,51,51,180,0,44,11,16,2,2891,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,1,1,33,4,6,1,1,1,183,411,123,30,1,3,1,18,93,9,51,51,180,2,44,11,16,2,2949,2,0,0,0,0,0,0,0,0,0,0,0,0
1670,1,1,33,4,6,1,1,1,183,411,123,30,1,3,1,18,93,9,51,51,180,2,44,11,16,2,2949,2,0,0,0,0,0,0,0,0,0,0,0,0
1633,1,1,29,6,6,1,1,1,174,408,123,28,1,3,1,18,93,9,51,51,180,0,44,11,16,2,2892,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,1,1,29,6,6,1,1,1,174,408,123,28,1,3,1,18,93,9,51,51,180,0,44,11,16,2,2892,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,1,1,29,6,6,1,1,1,174,410,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2901,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,1,1,33,4,6,1,1,1,183,413,124,30,1,3,1,18,94,9,51,51,180,2,44,11,16,2,2959,2,0,0,0,0,0,0,0,0,0,0,0,0
1675,1,1,33,4,6,1,1,1,183,413,124,30,1,3,1,18,94,9,51,51,180,2,44,11,16,2,2958,2,0,0,0,0,0,0,0,0,0,0,0,0
1636,1,1,29,6,6,1,1,1,174,410,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2899,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1,1,29,6,6,1,1,1,174,410,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2899,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,1,1,28,6,6,1,1,1,173,409,123,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,173,409,123,28,1,3,1,18,94,9,51,51,180,0,42,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,173,409,123,28,1,3,1,18,94,9,51,51,180,0,42,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,1,1,33,4,6,1,1,1,182,412,123,30,1,3,1,18,94,9,51,51,180,2,42,11,16,2,2948,2,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,173,409,123,28,1,3,1,18,94,9,51,51,180,0,42,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,1,1,33,4,6,1,1,1,182,412,123,30,1,3,1,18,94,9,51,51,180,2,42,11,16,2,2948,2,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,173,409,123,28,1,3,1,18,94,9,51,51,180,0,42,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,173,409,123,28,1,3,1,18,94,9,51,51,180,0,42,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,1,1,33,4,6,1,1,1,182,412,123,30,1,3,1,18,94,9,51,51,180,2,42,11,16,2,2949,2,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,173,409,123,28,1,3,1,18,94,9,51,51,180,0,42,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,173,409,123,28,1,3,1,18,94,9,51,51,180,0,42,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1,1,29,6,6,1,1,1,174,410,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2899,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1,1,29,6,6,1,1,1,174,410,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2899,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1,1,29,6,6,1,1,1,174,410,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2899,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1,1,29,6,6,1,1,1,174,410,124,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2899,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,29,6,6,1,1,1,174,409,123,28,1,3,1,18,93,9,51,51,180,0,44,11,16,2,2892,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,1,1,28,6,6,1,1,1,173,408,122,28,1,3,1,18,93,9,51,51,180,0,44,11,16,2,2885,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,1,1,32,4,6,1,1,1,182,412,123,30,1,3,1,18,94,9,51,51,180,2,44,11,16,2,2948,2,0,0,0,0,0,0,0,0,0,0,0,0
1633,1,1,28,6,6,1,1,1,173,409,123,28,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2892,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,28,6,6,1,1,1,173,408,123,27,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2889,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,28,6,6,1,1,1,173,408,123,27,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2889,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,1,1,28,6,6,1,1,1,173,408,123,27,1,3,1,18,94,9,51,51,180,0,44,11,16,2,2888,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,1,1,32,4,6,1,1,1,182,411,123,29,1,3,1,18,94,9,51,51,180,2,44,11,16,2,2946,2,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,28,6,6,1,1,1,173,408,123,27,1,3,1,18,94,9,51,51,181,0,44,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,1,1,28,6,6,1,1,1,173,408,123,27,1,3,1,18,94,9,51,51,181,0,44,11,16,2,2890,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,1,1,28,6,6,1,1,1,172,407,123,27,1,3,1,18,94,9,51,51,181,0,43,11,16,2,2885,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,26,4,6,1,1,1,172,411,127,27,1,3,1,18,94,9,51,51,184,0,43,11,16,2,2901,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,1,1,28,6,6,1,1,1,172,411,127,27,1,3,1,18,94,9,51,51,184,0,43,11,16,2,2910,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,1,1,32,4,6,1,1,1,181,414,127,29,1,3,1,18,94,9,51,51,184,2,43,11,16,2,2968,2,0,0,0,0,0,0,0,0,0,0,0,0
1645,1,1,28,6,6,1,1,1,172,411,127,27,1,3,1,18,94,9,51,51,184,0,43,11,16,2,2911,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,1,1,28,6,6,1,1,1,172,411,127,27,1,3,1,18,94,9,51,51,184,0,43,11,16,2,2910,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,1,1,28,6,6,1,1,1,172,411,127,27,1,3,1,18,94,9,51,51,184,0,43,11,16,2,2910,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,1,1,32,4,6,1,1,1,181,412,126,29,1,3,1,18,93,9,51,51,184,2,43,11,16,2,2959,2,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,28,6,7,1,1,1,172,409,126,27,1,3,1,18,93,9,51,51,184,1,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,28,6,7,1,1,1,172,409,126,27,1,3,1,18,93,9,51,51,184,1,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,28,6,6,1,1,1,172,409,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2901,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,1,1,32,4,6,1,1,1,181,412,126,29,1,3,1,18,93,9,51,51,184,2,43,11,16,2,2961,2,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,28,6,6,1,1,1,172,409,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2902,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,1,28,6,6,1,1,1,172,409,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2901,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,1,1,32,4,6,1,1,1,181,412,126,29,1,3,1,18,93,9,51,51,184,2,43,11,16,2,2961,2,0,0,0,0,0,0,0,0,0,0,0,0
1641,1,1,28,6,6,1,1,1,172,409,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,1,1,32,4,6,1,1,1,181,412,126,29,1,3,1,18,93,9,51,51,184,2,43,11,16,2,2960,2,0,0,0,0,0,0,0,0,0,0,0,0
1641,1,1,28,6,6,1,1,1,172,409,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1,1,28,6,6,1,1,1,172,408,125,27,1,3,1,18,92,9,51,51,184,0,43,11,16,2,2895,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1,1,28,6,6,1,1,1,172,408,125,27,1,3,1,18,92,9,51,51,184,0,43,11,16,2,2894,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,1,1,32,4,6,1,1,1,181,411,125,29,1,3,1,18,92,9,51,51,184,2,43,11,16,2,2953,2,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,28,6,6,1,1,1,172,410,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,28,6,6,1,1,1,172,410,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,28,6,6,1,1,1,172,410,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,28,6,6,1,1,1,172,410,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,28,6,6,1,1,1,172,410,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,28,6,6,1,1,1,172,410,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,1,1,28,6,6,1,1,1,172,410,126,27,1,3,1,18,93,9,51,51,184,0,43,11,16,2,2903,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,1,1,28,6,6,1,1,1,172,445,125,27,1,3,1,18,93,9,55,55,221,1,43,11,16,2,3108,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,1,1,28,6,6,1,1,1,172,445,125,27,1,3,1,18,93,9,55,55,221,3,43,11,16,2,3136,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,1,1,28,6,6,1,1,1,172,445,125,27,1,3,1,18,93,9,55,55,221,3,43,11,16,2,3136,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,1,1,32,4,6,1,1,1,181,448,125,29,1,3,1,18,93,9,55,55,221,5,43,11,16,2,3193,2,0,0,0,0,0,0,0,0,0,0,0,0
1791,1,1,28,6,6,1,1,1,172,445,125,27,1,3,1,18,93,9,55,55,221,3,43,11,16,2,3136,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,1,1,28,6,6,1,1,1,172,447,126,27,1,3,1,18,94,9,55,55,221,3,43,11,16,2,3144,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,1,1,28,6,6,1,1,1,172,447,126,27,1,3,1,18,94,9,55,55,221,3,43,11,16,2,3144,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,1,1,26,4,6,1,1,1,172,445,125,27,1,3,1,18,93,9,55,55,221,3,43,11,16,2,3126,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,1,1,28,6,6,1,1,1,172,445,125,27,1,3,1,18,93,9,55,55,221,3,43,11,16,2,3136,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,1,1,32,4,6,1,1,1,181,448,125,29,1,3,1,18,93,9,55,55,221,5,43,11,16,2,3193,2,0,0,0,0,0,0,0,0,0,0,0,0
1790,1,1,28,6,6,1,1,1,172,445,125,27,1,3,1,18,93,9,55,55,221,3,43,11,16,2,3135,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,1,1,26,4,6,1,1,1,172,445,125,27,1,3,1,18,93,9,55,55,221,3,43,11,16,2,3127,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,1,1,32,4,6,1,1,1,181,448,125,29,1,3,1,18,93,9,55,55,221,5,43,11,16,2,3193,2,0,0,0,0,0,0,0,0,0,0,0,0
1829,1,1,32,4,6,1,1,1,181,448,125,29,1,3,1,18,93,9,55,55,221,5,43,11,16,2,3194,2,0,0,0,0,0,0,0,0,0,0,0,0
1791,1,1,28,6,6,1,1,1,172,445,125,27,1,3,1,18,93,9,55,55,221,3,43,11,16,2,3136,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,1,1,28,6,6,1,1,1,172,448,126,27,1,3,1,18,94,9,55,55,222,3,43,11,16,2,3150,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,1,1,32,4,6,1,1,1,181,451,126,29,1,3,1,18,94,9,55,55,222,5,43,11,16,2,3208,2,0,0,0,0,0,0,0,0,0,0,0,0
1799,1,1,28,6,6,1,1,1,172,448,126,27,1,3,1,18,94,9,55,55,222,3,43,11,16,2,3150,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,1,1,32,4,6,1,1,1,181,449,125,29,1,3,1,18,93,9,55,55,222,5,43,11,16,2,3200,2,0,0,0,0,0,0,0,0,0,0,0,0
1798,1,1,28,6,6,1,1,1,172,447,126,27,1,3,1,18,93,9,55,55,223,3,43,11,16,2,3148,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,1,1,32,4,6,1,1,1,181,450,126,29,1,3,1,18,93,9,55,55,223,5,43,11,16,2,3205,2,0,0,0,0,0,0,0,0,0,0,0,0
1798,1,1,28,6,6,1,1,1,172,447,126,27,1,3,1,18,93,9,55,55,223,3,43,11,16,2,3148,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,1,1,28,6,6,1,1,1,172,447,126,27,1,3,1,18,93,9,55,55,223,3,43,11,16,2,3148,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,1,1,32,4,6,1,1,1,181,450,126,29,1,3,1,18,93,9,55,55,223,5,43,11,16,2,3205,2,0,0,0,0,0,0,0,0,0,0,0,0
1798,1,1,28,6,6,1,1,1,172,447,126,27,1,3,1,18,93,9,55,55,223,3,43,11,16,2,3148,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,1,1,28,6,6,1,1,1,172,448,127,27,1,3,1,18,94,9,55,55,223,3,43,11,16,2,3154,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,1,1,28,6,6,1,1,1,172,448,127,27,1,3,1,18,94,9,55,55,223,3,43,11,16,2,3155,0,0,0,0,0,0,0,0,0,0,0,0,0
