string,html,head,script,meta,link,title,body,div,a,img,ul,li,svg,path,g,rect,form,input,span,h4,select,option,p,figure,figcaption,vc:icon-close,h3,button,noscript,number_of_tags,style,h1,table,tbody,tr,td,strong,defs,use,h2,center,hr,iframe,nav,h5,abbr,label,em,i,h6,base,br,section,b,font
2096,1,1,32,34,9,28,1,435,186,47,1,5,59,63,15,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,1,1,30,34,9,28,1,445,192,49,1,5,60,65,16,4,2,2,41,47,9,101,42,4,4,1,1,2,1,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,1,1,30,34,9,28,1,435,186,47,1,5,60,65,16,4,2,2,39,45,9,101,42,4,4,1,1,2,1,3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,1,1,30,34,9,28,1,436,188,47,1,5,61,67,17,4,2,2,40,46,9,101,42,4,4,1,1,2,1,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,1,1,30,34,9,28,1,430,183,46,1,5,58,61,14,4,2,2,37,44,9,101,42,4,4,1,1,2,1,3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,1,1,30,34,9,28,1,441,191,48,1,5,58,61,14,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,1,1,29,34,9,28,1,460,201,52,1,5,60,65,16,4,2,2,44,50,9,101,42,4,4,1,1,2,1,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,1,1,31,34,9,28,1,435,186,47,1,5,59,63,15,4,2,2,39,45,9,101,42,4,4,1,1,2,1,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,1,1,31,34,9,28,1,440,189,48,1,5,58,61,14,4,2,2,40,46,9,101,42,4,4,1,1,2,1,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,1,1,29,34,9,28,1,435,186,47,1,5,58,61,14,4,2,2,39,45,9,101,42,4,4,1,1,2,1,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,1,1,31,34,9,28,1,430,183,46,1,5,59,63,15,4,2,2,38,44,9,101,42,4,4,1,1,2,1,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,1,1,29,34,9,28,1,430,183,46,1,5,59,63,15,4,2,2,38,44,9,101,42,4,4,1,1,2,1,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,1,1,31,34,9,28,1,448,195,50,1,5,61,67,17,4,2,2,41,48,9,101,42,4,4,1,1,2,1,3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,1,1,29,34,9,28,1,445,192,49,1,5,60,65,16,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,1,1,29,34,9,27,1,427,182,45,1,5,59,64,16,4,2,2,37,44,9,101,40,4,4,1,1,2,1,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,1,1,31,34,9,27,1,448,196,49,1,5,59,64,16,4,2,2,42,49,9,101,40,4,4,1,1,2,1,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,1,1,29,34,9,28,1,431,185,46,1,5,60,65,16,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,1,1,31,34,9,28,1,456,200,51,1,5,62,69,18,4,2,2,43,50,9,101,42,4,4,1,1,2,1,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,1,1,31,34,9,28,1,446,194,49,1,5,60,65,16,4,2,2,41,48,9,101,42,4,4,1,1,2,1,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,1,1,29,34,9,28,1,450,195,50,1,5,60,65,16,4,2,2,42,48,9,101,42,4,4,1,1,2,1,3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,1,1,29,34,9,28,1,450,195,50,1,5,59,63,15,4,2,2,42,48,9,101,42,4,4,1,1,2,1,3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,1,1,29,34,9,28,1,440,189,48,1,5,60,65,16,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,1,1,31,34,9,28,1,440,189,48,1,5,59,63,15,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,1,1,29,34,9,28,1,430,183,46,1,5,59,63,15,4,2,2,37,44,9,101,42,4,4,1,1,2,1,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,1,1,31,34,9,27,1,427,182,45,1,5,58,62,15,4,2,2,37,44,9,101,40,4,4,1,1,2,1,3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,1,1,31,34,9,28,1,450,195,50,1,5,62,69,18,4,2,2,41,48,9,101,42,4,4,1,1,2,1,3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,1,1,31,34,9,28,1,440,189,48,1,5,62,69,18,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,1,31,34,9,28,1,415,174,43,1,5,58,61,14,4,2,2,34,41,9,101,42,4,4,1,1,2,1,3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,1,29,34,9,28,1,420,177,44,1,5,58,61,14,4,2,2,35,42,9,101,42,4,4,1,1,2,1,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,1,29,34,9,28,1,415,174,43,1,5,56,57,12,4,2,2,34,41,9,101,42,4,4,1,1,2,1,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,1,1,31,34,9,28,1,425,180,45,1,5,56,57,12,4,2,2,36,43,9,101,42,4,4,1,1,2,1,3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,1,1,29,34,9,28,1,430,183,46,1,5,56,57,12,4,2,2,37,44,9,101,42,4,4,1,1,2,1,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,1,1,29,34,9,28,1,435,186,47,1,5,58,61,14,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,1,29,34,9,28,1,420,177,44,1,5,58,61,14,4,2,2,35,42,9,101,42,4,4,1,1,2,1,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,1,1,29,34,9,28,1,430,183,46,1,5,57,59,13,4,2,2,37,44,9,101,42,4,4,1,1,2,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1,1,31,34,9,28,1,420,177,44,1,5,57,59,13,4,2,2,35,42,9,101,42,4,4,1,1,2,1,3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,1,1,31,34,9,28,1,445,192,49,1,5,56,57,12,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,1,1,31,34,9,28,1,435,186,47,1,5,56,57,12,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,1,1,29,34,9,28,1,430,183,46,1,5,56,57,12,4,2,2,37,44,9,101,42,4,4,1,1,2,1,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,1,1,29,34,9,28,1,440,189,48,1,5,57,59,13,4,2,2,39,46,9,101,42,4,4,1,1,2,1,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,1,1,29,34,9,28,1,430,183,46,1,5,57,59,13,4,2,2,37,44,9,101,42,4,4,1,1,2,1,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,1,1,29,34,9,28,1,430,183,46,1,5,58,61,14,4,2,2,37,44,9,101,42,4,4,1,1,2,1,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,1,1,29,34,9,28,1,435,186,47,1,5,58,61,14,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,1,1,29,34,9,28,1,445,192,49,1,5,58,61,14,4,2,2,40,47,9,101,42,4,4,1,1,2,1,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,1,1,29,34,9,28,1,435,186,47,1,5,58,61,14,4,2,2,38,45,9,101,42,4,4,1,1,2,1,3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,1,1,31,34,9,28,1,420,177,44,1,5,58,61,14,4,2,2,35,42,9,101,42,4,4,1,1,2,1,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,1,1,31,34,9,28,1,425,180,45,1,5,57,59,13,4,2,2,36,43,9,101,42,4,4,1,1,2,1,3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,1,29,34,9,28,1,415,174,43,1,5,57,59,13,4,2,2,34,41,9,101,42,4,4,1,1,2,1,3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,1,1,31,34,9,28,1,400,165,40,1,5,56,57,12,4,2,2,31,38,9,101,42,4,4,1,1,2,1,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,1,29,34,9,28,1,420,177,44,1,5,57,59,13,4,2,2,35,42,9,101,42,4,4,1,1,2,1,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,1,31,34,9,28,1,414,174,42,1,5,56,57,12,4,2,2,34,41,9,101,42,4,4,1,1,2,1,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,1,31,34,9,28,1,415,174,43,1,5,56,57,12,4,2,2,34,41,9,101,42,4,4,1,1,2,1,3109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1,1,29,34,9,28,1,420,177,44,1,5,57,59,13,4,2,2,36,42,9,101,42,4,4,1,1,2,1,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,1,1,31,34,9,28,1,420,177,44,1,5,58,61,14,4,2,2,36,42,9,101,42,4,4,1,1,2,1,3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,1,1,29,34,9,28,1,425,180,45,1,5,58,61,14,4,2,2,37,43,9,101,42,4,4,1,1,2,1,3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,1,1,29,34,9,28,1,430,183,46,1,5,57,59,13,4,2,2,38,44,9,101,42,4,4,1,1,2,1,3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,1,1,31,34,9,28,1,445,192,49,1,5,57,59,13,4,2,2,41,47,9,101,42,4,4,1,1,2,1,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,1,1,31,34,9,28,1,435,186,47,1,5,57,59,13,4,2,2,39,45,9,101,42,4,4,1,1,2,1,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,1,1,29,34,9,28,1,435,186,47,1,5,57,59,13,4,2,2,39,45,9,101,42,4,4,1,1,2,1,3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1,1,31,34,9,28,1,421,179,44,1,5,55,55,11,4,2,2,37,43,9,101,42,4,4,1,1,2,1,3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,1,1,31,34,9,28,1,426,182,45,1,5,57,59,13,4,2,2,38,44,9,101,42,4,4,1,1,2,1,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,1,1,31,34,9,28,1,425,180,45,1,5,58,61,14,4,2,2,37,43,9,101,42,4,4,1,1,2,1,3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,1,1,28,34,9,28,1,430,183,46,1,5,58,61,14,4,2,2,38,44,9,101,43,4,4,1,0,2,1,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,1,1,30,34,9,28,1,445,192,49,1,5,59,63,15,4,2,2,41,47,9,101,43,4,4,1,0,2,1,3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,1,1,28,34,9,28,1,445,192,49,1,5,59,63,15,4,2,2,41,47,9,101,43,4,4,1,0,2,1,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,1,1,30,34,9,28,1,440,189,48,1,5,59,63,15,4,2,2,39,46,9,101,43,4,4,1,0,2,1,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,1,1,30,34,9,28,1,445,192,49,1,5,59,63,15,4,2,2,40,47,9,101,43,4,4,1,0,2,1,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,1,1,31,34,9,28,1,455,198,51,1,5,59,63,15,4,2,2,42,49,9,101,43,4,4,1,0,2,1,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,1,1,29,34,9,28,1,430,183,46,1,5,57,59,13,4,2,2,38,44,9,101,43,4,4,1,0,2,1,3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,1,1,30,34,9,28,1,425,180,45,1,5,57,59,13,4,2,2,37,43,9,101,43,4,4,1,0,2,1,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,1,1,30,34,9,28,1,430,183,46,1,5,57,59,13,4,2,2,38,44,9,101,43,4,4,1,0,2,1,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,1,1,28,34,9,28,1,445,192,49,1,5,58,61,14,4,2,2,41,47,9,101,43,4,4,1,0,2,1,3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,1,1,28,34,9,27,1,447,194,49,1,5,56,58,13,4,2,2,42,48,9,101,41,4,4,1,0,2,1,3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,1,1,28,34,9,28,1,435,186,47,1,5,58,61,14,4,2,2,38,45,9,101,43,4,4,1,0,2,1,3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,1,30,34,9,28,1,420,177,44,1,5,57,59,13,4,2,2,35,42,9,101,43,4,4,1,0,2,1,3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,1,1,28,34,9,28,1,420,183,44,1,5,58,61,14,4,2,2,35,42,9,101,43,4,4,1,0,2,1,3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,1,1,30,34,9,28,1,430,189,46,1,5,57,59,13,4,2,2,37,44,9,101,43,4,4,1,0,2,1,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,1,1,30,34,9,28,1,445,198,49,1,5,57,59,13,4,2,2,40,47,9,101,43,4,4,1,0,2,1,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,1,1,30,34,9,28,1,440,195,48,1,5,57,59,13,4,2,2,39,46,9,101,43,4,4,1,0,2,1,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,1,1,28,34,9,28,1,435,192,47,1,5,57,59,13,4,2,2,38,45,9,101,43,4,4,1,0,2,1,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,1,1,30,34,9,28,1,435,192,47,1,5,56,57,12,4,2,2,38,45,9,101,43,4,4,1,0,2,1,3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,1,1,30,34,9,28,1,430,189,46,1,5,56,57,12,4,2,2,37,44,9,101,43,4,4,1,0,2,1,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,1,1,30,34,9,28,1,445,198,49,1,5,56,57,12,4,2,2,40,47,9,101,43,4,4,1,0,2,1,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,1,1,30,34,9,28,1,430,189,46,1,5,56,57,12,4,2,2,37,44,9,101,43,4,4,1,0,2,1,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,1,1,30,34,9,28,1,455,204,51,1,5,56,57,12,4,2,2,42,49,9,101,43,4,4,1,0,2,1,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,1,1,28,34,9,28,1,460,207,52,1,5,56,57,12,4,2,2,43,50,9,101,43,4,4,1,0,2,1,3409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,1,1,30,34,9,28,1,450,201,50,1,5,56,57,12,4,2,2,41,48,9,101,43,4,4,1,0,2,1,3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,1,1,30,34,9,28,1,445,197,49,1,5,57,59,13,4,2,2,39,47,9,101,43,4,4,1,0,2,1,3321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,30,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,30,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,30,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,30,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,30,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,30,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,30,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,30,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,30,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,1,32,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,1,32,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,1,32,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,1,32,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,1,32,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,1,32,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,30,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,1,33,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,1,33,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,1,33,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,1,35,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,1,33,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,1,34,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,1,32,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,1,32,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,1,34,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,1,32,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,1,32,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,1,34,34,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,1,30,34,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,1,30,34,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,1,30,34,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,1,30,34,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,1,30,34,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,1,30,34,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
